46	69	0.3034
61	2	0.9306
49	8	0.2112
67	40	0.2026
26	62	0.7374
32	58	0.5448
96	9	0.5199
28	64	0.5804
83	94	0.3479
15	6	0.3578
98	6	0.6564
91	57	0.1988
87	74	0.17
38	59	0.7851
70	33	0.6122
46	17	0.37
69	65	0.8101
57	52	0.5252
22	70	0.2499
68	24	0.0573
22	76	0.0574
70	27	0.4651
40	55	0.3705
29	91	0.0649
13	49	0.8803
16	68	0.7471
81	64	0.8952
48	22	0.3153
53	30	0.4925
86	86	0.3955
97	80	0.912
67	55	0.8561
69	7	0.1832
24	50	0.6368
78	61	0.4877
41	11	0.7879
86	18	0.6577
15	83	0.1187
89	62	0.4395
90	64	0.7866
4	83	0.1894
64	88	0.9427
73	4	0.8975
38	2	0.8703
54	15	0.9717
81	93	0.6626
19	18	0.3816
84	87	0.5388
19	21	0.6056
97	3	0.697
35	30	0.4365
4	92	0.5959
78	10	0.2063
94	66	0.7025
56	2	0.3159
42	66	0.7927
80	56	0.9683
50	90	0.6323
42	90	0.7728
61	67	0.0473
98	5	0.5233
27	51	0.8572
79	28	0.7404
65	80	0.5923
74	72	0.2134
99	45	0.166
64	9	0.2147
20	50	0.3141
22	16	0.78
41	84	0.2178
98	7	0.6537
3	28	0.4388
34	0	0.6168
26	12	0.9814
68	82	0.4625
0	37	0.0118
36	14	0.4392
36	66	0.0423
10	19	0.2479
65	9	0.5134
62	25	0.7492
58	47	0.1437
13	39	0.8815
9	15	0.8885
99	48	0.2227
51	96	0.8412
9	84	0.2163
73	49	0.6209
7	88	0.1325
88	21	0.136
38	94	0.013
88	98	0.2277
16	92	0.0295
11	91	0.5355
47	96	0.8732
69	9	0.543
0	28	0.8133
15	53	0.7202
14	18	0.8615
24	76	0.1865
92	90	0.1775
28	94	0.0541
92	9	0.6667
29	3	0.544
71	91	0.7609
92	0	0.8548
58	4	0.4112
66	1	0.8604
29	55	0.9114
16	71	0.2991
95	40	0.1416
21	2	0.8119
82	53	0.6314
44	9	0.826
85	82	0.9919
22	58	0.6119
36	63	0.7701
65	87	0.5273
84	15	0.7569
81	33	0.5506
1	71	0.2523
60	11	0.9289
49	68	0.838
74	84	0.0993
76	12	0.8964
21	37	0.9214
89	38	0.752
32	90	0.0644
89	19	0.7244
75	53	0.1541
13	32	0.3817
67	17	0.8339
17	63	0.3066
86	20	0.3276
62	20	0.8809
45	60	0.7316
76	94	0.9079
54	15	0.2757
59	92	0.939
42	54	0.0413
36	52	0.9757
49	59	0.7982
76	49	0.4626
50	43	0.3998
94	2	0.1402
60	30	0.4868
46	16	0.455
46	16	0.5839
65	57	0.7889
55	32	0.5335
76	8	0.2286
87	11	0.6997
39	10	0.2607
95	44	0.8456
6	87	0.7745
95	3	0.5629
98	34	0.9744
45	56	0.0558
87	0	0.1297
61	8	0.6403
91	60	0.1032
74	92	0.4075
44	95	0.3504
88	12	0.5201
65	34	0.0297
39	21	0.1433
59	30	0.117
0	73	0.2154
50	19	0.0113
31	43	0.7298
35	70	0.8036
0	22	0.6093
65	1	0.7312
90	92	0.4055
29	21	0.6605
51	72	0.6352
29	82	0.8309
45	58	0.6184
71	46	0.8159
81	6	0.651
39	98	0.994
20	23	0.1299
29	32	0.7668
83	63	0.4016
91	15	0.8951
9	35	0.2238
80	4	0.6847
67	88	0.9273
20	43	0.3733
55	46	0.1275
82	35	0.1051
69	60	0.9311
91	20	0.4739
37	61	0.989
8	20	0.256
79	51	0.886
54	31	0.5008
61	30	0.473
85	64	0.5057
34	3	0.6354
88	28	0.2801
72	93	0.9499
78	79	0.3658
20	17	0.7757
7	65	0.2734
86	47	0.5982
79	31	0.0868
94	7	0.2638
80	42	0.4612
48	84	0.6507
56	69	0.4345
19	54	0.4998
81	57	0.2699
50	63	0.1572
46	60	0.3201
51	57	0.2987
87	22	0.3713
60	66	0.885
22	75	0.2757
87	1	0.0156
2	43	0.3843
76	29	0.714
93	58	0.6339
97	81	0.2854
19	90	0.8303
75	99	0.7455
15	58	0.316
53	15	0.9208
85	99	0.8262
29	71	0.7068
50	11	0.0947
58	87	0.29
26	68	0.494
68	47	0.9667
21	32	0.5505
19	62	0.5474
24	45	0.1103
13	11	0.942
65	78	0.971
44	71	0.3334
41	64	0.1467
94	43	0.9061
46	75	0.1805
66	36	0.0337
25	68	0.811
76	91	0.4729
12	71	0.6116
28	72	0.2926
79	2	0.697
55	76	0.2258
90	61	0.5276
24	17	0.0961
39	82	0.4206
60	97	0.0866
60	19	0.0338
83	56	0.0086
78	30	0.5386
58	46	0.6015
98	83	0.3669
90	64	0.077
10	94	0.5497
19	52	0.3243
94	25	0.7223
95	59	0.9664
21	52	0.6573
13	26	0.7754
33	22	0.3663
94	13	0.3554
70	94	0.6596
48	40	0.7245
50	26	0.8602
14	92	0.6557
85	75	0.4287
3	75	0.1795
5	15	0.681
29	48	0.7379
0	31	0.345
90	27	0.2666
17	79	0.8036
78	94	0.5322
11	77	0.3652
23	81	0.521
38	93	0.6678
67	50	0.2135
22	4	0.727
19	41	0.1591
72	10	0.6773
43	68	0.7389
83	35	0.5323
38	66	0.8471
34	31	0.4761
82	94	0.0722
57	16	0.9019
67	66	0.4087
14	35	0.7845
76	38	0.5523
84	4	0.0916
37	89	0.5898
62	34	0.8012
0	16	0.3938
97	35	0.079
3	59	0.0095
10	26	0.5071
50	81	0.0728
0	67	0.6278
7	18	0.7757
27	19	0.8825
6	81	0.9403
1	70	0.586
79	30	0.9894
93	1	0.9923
1	59	0.5693
58	36	0.2627
80	95	0.1063
46	20	0.9545
56	50	0.9658
47	84	0.2018
29	74	0.4578
1	37	0.5324
43	79	0.7313
11	5	0.4407
70	51	0.9617
5	29	0.5351
97	94	0.0869
90	2	0.2384
89	54	0.3911
9	50	0.1949
87	97	0.6249
18	80	0.6793
16	67	0.3307
99	9	0.5748
68	47	0.9043
18	46	0.5297
86	21	0.9314
25	94	0.5929
0	93	0.3754
62	55	0.2505
86	47	0.3284
23	23	0.6902
80	27	0.5396
84	69	0.0461
56	53	0.1752
42	52	0.2909
20	82	0.402
87	39	0.0034
50	66	0.7763
9	88	0.7824
17	3	0.2823
23	67	0.1986
31	3	0.9881
78	76	0.713
5	61	0.1725
70	72	0.6421
0	55	0.7801
67	83	0.7781
76	53	0.2317
64	54	0.4683
96	2	0.6456
58	97	0.1189
20	52	0.3529
39	22	0.3861
24	54	0.0914
93	30	0.2912
40	18	0.9022
70	97	0.4694
17	71	0.8196
74	7	0.5032
15	73	0.5824
6	63	0.16
79	57	0.2441
44	75	0.5841
51	92	0.7779
32	76	0.7031
9	83	0.8097
14	84	0.7728
23	42	0.9112
32	65	0.9099
96	78	0.2869
56	93	0.2043
40	9	0.6444
36	18	0.8679
47	14	0.3027
86	94	0.205
30	66	0.7408
7	94	0.7893
30	13	0.6973
96	20	0.0044
18	82	0.6031
43	24	0.3664
90	20	0.3128
61	4	0.4939
33	61	0.5387
44	71	0.9217
7	48	0.1841
37	92	0.7556
58	28	0.3319
45	87	0.6113
67	2	0.4026
11	7	0.2634
61	44	0.3386
85	29	0.2474
70	21	0.9167
84	14	0.9302
2	84	0.1551
89	39	0.6333
55	98	0.3857
88	82	0.393
4	92	0.9566
47	17	0.4959
94	47	0.3053
64	31	0.717
28	47	0.0192
3	69	0.7961
28	19	0.8469
66	87	0.9211
35	22	0.7582
0	37	0.9897
51	63	0.1415
8	69	0.6617
6	11	0.8646
66	99	0.5117
65	19	0.0446
15	40	0.7669
17	27	0.2765
26	80	0.8253
23	92	0.1797
86	63	0.4811
82	79	0.6265
60	1	0.7951
13	51	0.89
81	79	0.7268
8	45	0.6978
57	24	0.142
29	18	0.7714
13	22	0.7653
24	34	0.531
72	0	0.6535
0	34	0.1872
51	22	0.9302
61	77	0.6526
37	30	0.6876
93	5	0.8765
2	22	0.3504
40	2	0.1993
31	30	0.7279
0	13	0.1131
26	9	0.6321
48	22	0.8659
55	16	0.0775
78	42	0.0303
7	99	0.9349
62	15	0.1006
6	41	0.447
89	10	0.5268
99	35	0.5756
76	80	0.4951
46	86	0.3541
85	0	0.095
4	4	0.3067
76	44	0.0328
24	54	0.8176
38	90	0.7964
72	83	0.1567
2	78	0.4777
69	14	0.2493
30	16	0.6533
7	1	0.4353
18	31	0.19
10	32	0.7977
88	98	0.93
66	42	0.3885
19	26	0.5113
4	25	0.0545
48	97	0.7999
94	16	0.9477
79	3	0.3163
30	9	0.0012
21	97	0.014
43	68	0.5529
33	19	0.0622
65	63	0.9061
32	34	0.4074
13	36	0.8542
72	15	0.5406
30	42	0.259
56	14	0.3051
36	0	0.0656
66	61	0.6166
4	86	0.8821
53	74	0.0997
56	66	0.6572
39	96	0.3408
77	32	0.2078
30	76	0.592
1	39	0.9584
41	90	0.6685
80	30	0.6863
38	84	0.8291
22	65	0.4016
48	41	0.2758
99	49	0.8871
89	68	0.8478
3	17	0.2954
60	56	0.3297
86	55	0.4459
32	87	0.2529
89	19	0.5392
54	54	0.8987
72	33	0.7769
68	37	0.4588
52	51	0.6772
86	20	0.4931
22	79	0.7532
93	99	0.941
70	96	0.4918
87	73	0.1489
53	97	0.444
18	78	0.6663
20	36	0.731
86	8	0.4844
71	86	0.3582
55	4	0.0737
68	71	0.097
25	98	0.3724
31	42	0.6617
46	44	0.7639
4	66	0.004
8	95	0.5282
27	67	0.647
16	9	0.3622
71	13	0.3684
48	51	0.6546
16	46	0.9008
35	94	0.04
48	18	0.3987
39	72	0.3508
19	60	0.9296
32	89	0.5863
13	25	0.1901
49	42	0.9971
0	21	0.9479
65	51	0.7141
82	95	0.4077
83	36	0.5122
37	13	0.0531
89	90	0.3949
4	19	0.9515
46	89	0.1931
7	5	0.4884
94	1	0.5457
12	78	0.3303
35	40	0.5853
35	86	0.9845
28	9	0.9809
74	77	0.6464
96	49	0.6838
66	54	0.6688
58	18	0.4021
29	82	0.7711
11	27	0.5089
16	87	0.4675
45	29	0.9407
40	91	0.9359
69	59	0.0898
75	47	0.8126
93	83	0.5946
56	63	0.5865
38	6	0.2247
92	17	0.0105
90	62	0.4626
86	32	0.1296
48	32	0.0819
52	87	0.0983
96	14	0.4824
25	39	0.9957
7	50	0.7058
43	66	0.1146
3	62	0.5041
88	58	0.7383
13	9	0.9553
44	25	0.1921
71	87	0.0253
36	16	0.7913
60	90	0.2959
25	15	0.9417
70	70	0.7485
95	11	0.5761
59	73	0.2795
5	73	0.5221
35	60	0.206
2	22	0.6441
21	58	0.0445
76	44	0.2968
17	22	0.5271
9	31	0.4931
27	52	0.4123
82	22	0.1277
15	62	0.5407
30	31	0.2937
93	93	0.4536
93	81	0.5198
61	17	0.7595
13	72	0.3801
97	27	0.018
51	50	0.7342
2	11	0.4376
73	53	0.5197
67	81	0.6723
89	47	0.4625
49	78	0.1151
27	47	0.1368
64	41	0.2203
21	94	0.6686
90	17	0.8928
81	66	0.7026
29	45	0.199
58	0	0.8563
82	18	0.0186
29	59	0.5998
5	54	0.7504
29	27	0.229
50	73	0.6781
85	10	0.201
20	87	0.0521
2	57	0.8736
18	8	0.3964
42	76	0.014
17	99	0.0387
27	79	0.2218
85	15	0.2656
41	1	0.5917
80	76	0.5026
43	99	0.3098
2	16	0.9635
55	10	0.4453
50	40	0.5668
96	84	0.6155
54	5	0.555
98	4	0.7536
52	75	0.2747
83	8	0.4618
20	13	0.314
42	71	0.6109
7	2	0.9355
96	90	0.8677
75	53	0.6967
52	64	0.2871
82	78	0.9554
44	59	0.928
14	83	0.9911
11	28	0.5728
49	92	0.8178
13	84	0.1079
51	99	0.0546
74	25	0.4024
0	91	0.4644
12	98	0.1777
61	51	0.5535
81	18	0.2821
99	95	0.7568
52	10	0.3939
39	1	0.8693
28	9	0.6418
24	4	0.2566
80	0	0.1766
68	44	0.5393
90	70	0.691
75	46	0.9904
60	70	0.9781
89	32	0.1203
18	90	0.7923
42	16	0.9134
27	64	0.9293
91	93	0.3394
23	66	0.6749
20	82	0.3346
50	39	0.7778
90	35	0.0181
49	55	0.9542
57	92	0.5493
76	40	0.1615
64	20	0.2385
41	71	0.0876
40	92	0.1453
85	60	0.6233
62	26	0.0599
94	49	0.9157
85	20	0.9432
19	83	0.2493
99	10	0.2087
9	64	0.7341
30	66	0.629
9	64	0.0714
52	46	0.1729
31	3	0.0978
29	0	0.7392
6	84	0.5974
94	77	0.8081
40	64	0.0946
17	96	0.6774
86	73	0.5149
59	66	0.3064
69	18	0.4661
20	76	0.1354
56	99	0.4553
87	57	0.6234
75	83	0.305
69	73	0.348
69	19	0.8817
23	51	0.2219
11	20	0.3933
28	66	0.0282
80	56	0.0248
7	69	0.5696
33	63	0.7767
40	70	0.2645
38	37	0.5825
36	26	0.4817
36	61	0.0115
74	16	0.7355
83	4	0.08
15	61	0.9446
52	64	0.1567
61	92	0.3355
79	56	0.0887
34	80	0.3628
26	37	0.6183
99	17	0.3407
85	58	0.082
53	44	0.8705
80	24	0.4035
49	25	0.3577
53	94	0.2801
94	10	0.2028
55	34	0.4787
13	21	0.3354
8	90	0.2266
2	35	0.7282
66	88	0.856
64	83	0.013
38	78	0.1844
44	69	0.0805
70	28	0.3562
22	74	0.0525
69	28	0.5237
77	60	0.8328
32	83	0.5639
35	93	0.0813
95	99	0.1865
7	62	0.4635
59	60	0.9005
46	55	0.4985
89	47	0.2388
88	82	0.615
0	91	0.675
7	9	0.0162
56	25	0.3661
15	60	0.2927
49	9	0.0029
40	24	0.3269
88	58	0.321
24	45	0.7636
39	40	0.7156
23	31	0.2863
3	45	0.0097
47	52	0.5451
30	12	0.3853
22	89	0.8836
57	10	0.168
73	42	0.6546
61	66	0.2675
6	78	0.8191
3	58	0.9728
46	3	0.2613
42	68	0.5444
29	93	0.5499
52	63	0.408
98	4	0.2371
71	1	0.1807
74	98	0.2506
5	20	0.4701
66	52	0.6869
68	41	0.7759
90	50	0.224
3	67	0.9061
81	49	0.5684
13	26	0.8113
43	45	0.8181
62	24	0.6549
9	26	0.2317
3	64	0.125
98	70	0.1373
0	98	0.0948
42	68	0.272
96	44	0.6897
65	63	0.1576
37	88	0.3043
3	62	0.6522
40	28	0.6136
87	43	0.2034
4	98	0.1571
46	57	0.3157
83	1	0.7761
85	13	0.7065
58	36	0.3802
63	56	0.2322
12	98	0.064
39	0	0.939
79	82	0.2629
87	42	0.2688
36	88	0.9049
87	61	0.8324
41	93	0.6741
29	48	0.0466
21	4	0.2548
70	25	0.3339
75	99	0.1462
28	42	0.0496
7	79	0.3401
13	19	0.7002
55	74	0.29
87	83	0.528
64	67	0.7731
27	76	0.251
83	39	0.7846
70	35	0.0333
50	4	0.4557
92	56	0.483
77	6	0.2058
6	93	0.3709
8	17	0.2389
71	21	0.2902
